Comunidades y Ciudades Autónomas;Tipo de equipamiento;periodo;Total
Navarra (Comunidad Foral de);Viviendas con algún tipo de ordenador;2012;74,5
Navarra (Comunidad Foral de);Viviendas con algún tipo de ordenador;2011;72,7
Navarra (Comunidad Foral de);Viviendas con algún tipo de ordenador;2010;71,2
Navarra (Comunidad Foral de);Viviendas con algún tipo de ordenador;2009;69,6
Navarra (Comunidad Foral de);Viviendas con algún tipo de ordenador;2008;66,0
Navarra (Comunidad Foral de);Viviendas con algún tipo de ordenador;2007;62,5
Navarra (Comunidad Foral de);Viviendas con algún tipo de ordenador;2006;56,5
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2021;96,2
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2020;96,5
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2019;95,0
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2018;87,2
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2017;88,3
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2016;82,5
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2015;80,8
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2014;76,0
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2013;71,5
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2012;68,2
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2011;65,7
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2010;61,1
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2009;56,5
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2008;55,5
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2007;48,4
Navarra (Comunidad Foral de);Viviendas que disponen de acceso a Internet;2006;40,8
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2021;96,2
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2020;96,5
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2019;94,5
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2018;86,6
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2017;87,7
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2016;81,6
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2015;79,6
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2014;76,0
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2013;70,6
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2012;67,7
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2011;62,1
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2010;58,2
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2009;51,4
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2008;43,8
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2007;39,6
Navarra (Comunidad Foral de);Viviendas con conexión de Banda Ancha;2006;25,5
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2021;69,2
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2020;75,0
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2019;81,6
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2018;84,1
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2017;82,6
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2016;85,3
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2015;83,0
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2014;85,4
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2013;86,2
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2012;84,0
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2011;83,3
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2010;84,1
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2009;86,5
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2008;87,8
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2007;89,8
Navarra (Comunidad Foral de);Viviendas con  teléfono fijo;2006;91,1
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2021;99,6
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2020;99,3
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2019;99,6
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2018;99,3
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2017;97,8
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2016;96,5
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2015;96,8
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2014;95,9
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2013;95,9
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2012;95,3
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2011;96,4
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2010;95,9
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2009;94,6
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2008;92,7
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2007;89,7
Navarra (Comunidad Foral de);Viviendas con  teléfono móvil;2006;86,4
País Vasco;Viviendas con algún tipo de ordenador;2021;85,5
País Vasco;Viviendas con algún tipo de ordenador;2020;84,6
País Vasco;Viviendas con algún tipo de ordenador;2019;83,2
País Vasco;Viviendas con algún tipo de ordenador;2018;84,3
País Vasco;Viviendas con algún tipo de ordenador;2017;81,7
País Vasco;Viviendas con algún tipo de ordenador;2016;80,5
País Vasco;Viviendas con algún tipo de ordenador;2015;79,7
País Vasco;Viviendas con algún tipo de ordenador;2014;77,8
País Vasco;Viviendas con algún tipo de ordenador;2013;74,6
País Vasco;Viviendas con algún tipo de ordenador;2012;74,8
País Vasco;Viviendas con algún tipo de ordenador;2011;74,0
País Vasco;Viviendas con algún tipo de ordenador;2010;71,4
País Vasco;Viviendas con algún tipo de ordenador;2009;68,1
País Vasco;Viviendas con algún tipo de ordenador;2008;66,2
País Vasco;Viviendas con algún tipo de ordenador;2007;63,3
País Vasco;Viviendas con algún tipo de ordenador;2006;60,2
País Vasco;Viviendas que disponen de acceso a Internet;2021;95,5
País Vasco;Viviendas que disponen de acceso a Internet;2020;95,5
País Vasco;Viviendas que disponen de acceso a Internet;2019;91,5
País Vasco;Viviendas que disponen de acceso a Internet;2018;89,1
País Vasco;Viviendas que disponen de acceso a Internet;2017;86,8
País Vasco;Viviendas que disponen de acceso a Internet;2016;82,6
País Vasco;Viviendas que disponen de acceso a Internet;2015;82,8
País Vasco;Viviendas que disponen de acceso a Internet;2014;77,8
País Vasco;Viviendas que disponen de acceso a Internet;2013;73,4
País Vasco;Viviendas que disponen de acceso a Internet;2012;70,7
País Vasco;Viviendas que disponen de acceso a Internet;2011;66,8
País Vasco;Viviendas que disponen de acceso a Internet;2010;63,9
País Vasco;Viviendas que disponen de acceso a Internet;2009;59,6
País Vasco;Viviendas que disponen de acceso a Internet;2008;56,9
País Vasco;Viviendas que disponen de acceso a Internet;2007;49,8
País Vasco;Viviendas que disponen de acceso a Internet;2006;45,2
País Vasco;Viviendas con conexión de Banda Ancha;2021;95,5
País Vasco;Viviendas con conexión de Banda Ancha;2020;95,5
País Vasco;Viviendas con conexión de Banda Ancha;2019;91,4
País Vasco;Viviendas con conexión de Banda Ancha;2018;89,0
País Vasco;Viviendas con conexión de Banda Ancha;2017;86,3
País Vasco;Viviendas con conexión de Banda Ancha;2016;82,2
País Vasco;Viviendas con conexión de Banda Ancha;2015;82,8
País Vasco;Viviendas con conexión de Banda Ancha;2014;76,6
País Vasco;Viviendas con conexión de Banda Ancha;2013;72,6
País Vasco;Viviendas con conexión de Banda Ancha;2012;70,4
País Vasco;Viviendas con conexión de Banda Ancha;2011;64,1
País Vasco;Viviendas con conexión de Banda Ancha;2010;62,5
País Vasco;Viviendas con conexión de Banda Ancha;2009;55,0
País Vasco;Viviendas con conexión de Banda Ancha;2008;43,6
País Vasco;Viviendas con conexión de Banda Ancha;2007;39,8
País Vasco;Viviendas con conexión de Banda Ancha;2006;29,1
País Vasco;Viviendas con  teléfono fijo;2021;77,1
País Vasco;Viviendas con  teléfono fijo;2020;79,8
País Vasco;Viviendas con  teléfono fijo;2019;82,7
País Vasco;Viviendas con  teléfono fijo;2018;83,3
País Vasco;Viviendas con  teléfono fijo;2017;82,9
País Vasco;Viviendas con  teléfono fijo;2016;84,2
País Vasco;Viviendas con  teléfono fijo;2015;85,8
País Vasco;Viviendas con  teléfono fijo;2014;84,6
País Vasco;Viviendas con  teléfono fijo;2013;86,1
País Vasco;Viviendas con  teléfono fijo;2012;87,5
País Vasco;Viviendas con  teléfono fijo;2011;87,5
País Vasco;Viviendas con  teléfono fijo;2010;89,5
País Vasco;Viviendas con  teléfono fijo;2009;90,0
País Vasco;Viviendas con  teléfono fijo;2008;92,5
País Vasco;Viviendas con  teléfono fijo;2007;90,9
País Vasco;Viviendas con  teléfono fijo;2006;91,5
País Vasco;Viviendas con  teléfono móvil;2021;99,9
País Vasco;Viviendas con  teléfono móvil;2020;99,7
País Vasco;Viviendas con  teléfono móvil;2019;98,9
País Vasco;Viviendas con  teléfono móvil;2018;98,6
País Vasco;Viviendas con  teléfono móvil;2017;98,4
País Vasco;Viviendas con  teléfono móvil;2016;98,8
País Vasco;Viviendas con  teléfono móvil;2015;98,8
País Vasco;Viviendas con  teléfono móvil;2014;98,6
País Vasco;Viviendas con  teléfono móvil;2013;97,1
País Vasco;Viviendas con  teléfono móvil;2012;95,6
País Vasco;Viviendas con  teléfono móvil;2011;96,2
País Vasco;Viviendas con  teléfono móvil;2010;95,1
País Vasco;Viviendas con  teléfono móvil;2009;94,6
País Vasco;Viviendas con  teléfono móvil;2008;91,8
País Vasco;Viviendas con  teléfono móvil;2007;91,5
País Vasco;Viviendas con  teléfono móvil;2006;91,2
Rioja (La);Viviendas con algún tipo de ordenador;2021;80,6
Rioja (La);Viviendas con algún tipo de ordenador;2020;77,7
Rioja (La);Viviendas con algún tipo de ordenador;2019;78,4
Rioja (La);Viviendas con algún tipo de ordenador;2018;76,3
Rioja (La);Viviendas con algún tipo de ordenador;2017;74,4
Rioja (La);Viviendas con algún tipo de ordenador;2016;74,4
Rioja (La);Viviendas con algún tipo de ordenador;2015;73,5
Rioja (La);Viviendas con algún tipo de ordenador;2014;72,0
Rioja (La);Viviendas con algún tipo de ordenador;2013;71,8
Rioja (La);Viviendas con algún tipo de ordenador;2012;69,5
Rioja (La);Viviendas con algún tipo de ordenador;2011;67,3
Rioja (La);Viviendas con algún tipo de ordenador;2010;62,6
Rioja (La);Viviendas con algún tipo de ordenador;2009;60,0
Rioja (La);Viviendas con algún tipo de ordenador;2008;61,3
Rioja (La);Viviendas con algún tipo de ordenador;2007;54,0
Rioja (La);Viviendas con algún tipo de ordenador;2006;51,1
Rioja (La);Viviendas que disponen de acceso a Internet;2021;94,9
Rioja (La);Viviendas que disponen de acceso a Internet;2020;93,6
Rioja (La);Viviendas que disponen de acceso a Internet;2019;90,6
Rioja (La);Viviendas que disponen de acceso a Internet;2018;82,5
Rioja (La);Viviendas que disponen de acceso a Internet;2017;81,0
Rioja (La);Viviendas que disponen de acceso a Internet;2016;79,2
Rioja (La);Viviendas que disponen de acceso a Internet;2015;75,2
Rioja (La);Viviendas que disponen de acceso a Internet;2014;70,0
Rioja (La);Viviendas que disponen de acceso a Internet;2013;64,8
Rioja (La);Viviendas que disponen de acceso a Internet;2012;64,3
Rioja (La);Viviendas que disponen de acceso a Internet;2011;59,3
Rioja (La);Viviendas que disponen de acceso a Internet;2010;53,9
Rioja (La);Viviendas que disponen de acceso a Internet;2009;48,7
Rioja (La);Viviendas que disponen de acceso a Internet;2008;48,7
Rioja (La);Viviendas que disponen de acceso a Internet;2007;41,2
Rioja (La);Viviendas que disponen de acceso a Internet;2006;36,2
Rioja (La);Viviendas con conexión de Banda Ancha;2021;94,9
Rioja (La);Viviendas con conexión de Banda Ancha;2020;93,6
Rioja (La);Viviendas con conexión de Banda Ancha;2019;90,0
Rioja (La);Viviendas con conexión de Banda Ancha;2018;82,2
Rioja (La);Viviendas con conexión de Banda Ancha;2017;80,1
Rioja (La);Viviendas con conexión de Banda Ancha;2016;79,1
Rioja (La);Viviendas con conexión de Banda Ancha;2015;74,3
Rioja (La);Viviendas con conexión de Banda Ancha;2014;68,5
Rioja (La);Viviendas con conexión de Banda Ancha;2013;63,4
Rioja (La);Viviendas con conexión de Banda Ancha;2012;63,1
Rioja (La);Viviendas con conexión de Banda Ancha;2011;55,6
Rioja (La);Viviendas con conexión de Banda Ancha;2010;53,0
Rioja (La);Viviendas con conexión de Banda Ancha;2009;45,7
Rioja (La);Viviendas con conexión de Banda Ancha;2008;43,6
Rioja (La);Viviendas con conexión de Banda Ancha;2007;35,6
Rioja (La);Viviendas con conexión de Banda Ancha;2006;25,1
Rioja (La);Viviendas con  teléfono fijo;2021;66,8
Rioja (La);Viviendas con  teléfono fijo;2020;70,8
Rioja (La);Viviendas con  teléfono fijo;2019;75,1
Rioja (La);Viviendas con  teléfono fijo;2018;76,2
Rioja (La);Viviendas con  teléfono fijo;2017;78,1
Rioja (La);Viviendas con  teléfono fijo;2016;80,8
Rioja (La);Viviendas con  teléfono fijo;2015;79,2
Rioja (La);Viviendas con  teléfono fijo;2014;76,8
Rioja (La);Viviendas con  teléfono fijo;2013;73,5
Rioja (La);Viviendas con  teléfono fijo;2012;75,6
Rioja (La);Viviendas con  teléfono fijo;2011;74,9
Rioja (La);Viviendas con  teléfono fijo;2010;74,4
Rioja (La);Viviendas con  teléfono fijo;2009;78,5
Rioja (La);Viviendas con  teléfono fijo;2008;80,3
Rioja (La);Viviendas con  teléfono fijo;2007;82,6
Rioja (La);Viviendas con  teléfono fijo;2006;83,5
Rioja (La);Viviendas con  teléfono móvil;2021;98,8
Rioja (La);Viviendas con  teléfono móvil;2020;99,4
Rioja (La);Viviendas con  teléfono móvil;2019;97,5
Rioja (La);Viviendas con  teléfono móvil;2018;97,2
Rioja (La);Viviendas con  teléfono móvil;2017;97,4
Rioja (La);Viviendas con  teléfono móvil;2016;97,6
Rioja (La);Viviendas con  teléfono móvil;2015;96,9
Rioja (La);Viviendas con  teléfono móvil;2014;96,6
Rioja (La);Viviendas con  teléfono móvil;2013;96,9
Rioja (La);Viviendas con  teléfono móvil;2012;96,8
Rioja (La);Viviendas con  teléfono móvil;2011;96,2
Rioja (La);Viviendas con  teléfono móvil;2010;94,5
Rioja (La);Viviendas con  teléfono móvil;2009;91,0
Rioja (La);Viviendas con  teléfono móvil;2008;91,7
Rioja (La);Viviendas con  teléfono móvil;2007;85,6
Rioja (La);Viviendas con  teléfono móvil;2006;82,7
Ceuta;Viviendas con algún tipo de ordenador;2021;71,4
Ceuta;Viviendas con algún tipo de ordenador;2020;76,3
Ceuta;Viviendas con algún tipo de ordenador;2019;86,3
Ceuta;Viviendas con algún tipo de ordenador;2018;84,9
Ceuta;Viviendas con algún tipo de ordenador;2017;84,6
Ceuta;Viviendas con algún tipo de ordenador;2016;78,7
Ceuta;Viviendas con algún tipo de ordenador;2015;81,9
Ceuta;Viviendas con algún tipo de ordenador;2014;80,3
Ceuta;Viviendas con algún tipo de ordenador;2013;85,0
Ceuta;Viviendas con algún tipo de ordenador;2012;75,5
Ceuta;Viviendas con algún tipo de ordenador;2011;70,7
Ceuta;Viviendas con algún tipo de ordenador;2010;65,3
Ceuta;Viviendas con algún tipo de ordenador;2009;58,6
Ceuta;Viviendas con algún tipo de ordenador;2008;58,2
Ceuta;Viviendas con algún tipo de ordenador;2007;54,1
Ceuta;Viviendas con algún tipo de ordenador;2006;51,5
Ceuta;Viviendas que disponen de acceso a Internet;2021;92,5
Ceuta;Viviendas que disponen de acceso a Internet;2020;96,0
Ceuta;Viviendas que disponen de acceso a Internet;2019;91,7
Ceuta;Viviendas que disponen de acceso a Internet;2018;91,7
Ceuta;Viviendas que disponen de acceso a Internet;2017;88,4
Ceuta;Viviendas que disponen de acceso a Internet;2016;83,9
Ceuta;Viviendas que disponen de acceso a Internet;2015;82,2
Ceuta;Viviendas que disponen de acceso a Internet;2014;81,3
Ceuta;Viviendas que disponen de acceso a Internet;2013;81,4
Ceuta;Viviendas que disponen de acceso a Internet;2012;71,3
Ceuta;Viviendas que disponen de acceso a Internet;2011;67,9
Ceuta;Viviendas que disponen de acceso a Internet;2010;63,4
Ceuta;Viviendas que disponen de acceso a Internet;2009;47,9
Ceuta;Viviendas que disponen de acceso a Internet;2008;49,3
Ceuta;Viviendas que disponen de acceso a Internet;2007;45,9
Ceuta;Viviendas que disponen de acceso a Internet;2006;39,2
Ceuta;Viviendas con conexión de Banda Ancha;2021;92,5
Ceuta;Viviendas con conexión de Banda Ancha;2020;96,0
Ceuta;Viviendas con conexión de Banda Ancha;2019;91,7
Ceuta;Viviendas con conexión de Banda Ancha;2018;91,7
Ceuta;Viviendas con conexión de Banda Ancha;2017;88,4
Ceuta;Viviendas con conexión de Banda Ancha;2016;82,6
Ceuta;Viviendas con conexión de Banda Ancha;2015;80,2
Ceuta;Viviendas con conexión de Banda Ancha;2014;81,3
Ceuta;Viviendas con conexión de Banda Ancha;2013;81,4
Ceuta;Viviendas con conexión de Banda Ancha;2012;71,3
Ceuta;Viviendas con conexión de Banda Ancha;2011;65,2
Ceuta;Viviendas con conexión de Banda Ancha;2010;62,1
Ceuta;Viviendas con conexión de Banda Ancha;2009;46,7
Ceuta;Viviendas con conexión de Banda Ancha;2008;47,5
Ceuta;Viviendas con conexión de Banda Ancha;2007;44,0
Ceuta;Viviendas con conexión de Banda Ancha;2006;37,5
Ceuta;Viviendas con  teléfono fijo;2021;78,1
Ceuta;Viviendas con  teléfono fijo;2020;82,0
Ceuta;Viviendas con  teléfono fijo;2019;85,7
Ceuta;Viviendas con  teléfono fijo;2018;84,4
Ceuta;Viviendas con  teléfono fijo;2017;86,3
Ceuta;Viviendas con  teléfono fijo;2016;82,2
Ceuta;Viviendas con  teléfono fijo;2015;83,6
Ceuta;Viviendas con  teléfono fijo;2014;76,9
Ceuta;Viviendas con  teléfono fijo;2013;80,4
Ceuta;Viviendas con  teléfono fijo;2012;70,3
Ceuta;Viviendas con  teléfono fijo;2011;84,9
Ceuta;Viviendas con  teléfono fijo;2010;74,7
Ceuta;Viviendas con  teléfono fijo;2009;68,6
Ceuta;Viviendas con  teléfono fijo;2008;66,5
Ceuta;Viviendas con  teléfono fijo;2007;65,2
Ceuta;Viviendas con  teléfono fijo;2006;72,3
Ceuta;Viviendas con  teléfono móvil;2021;100,0
Ceuta;Viviendas con  teléfono móvil;2020;100,0
Ceuta;Viviendas con  teléfono móvil;2019;98,0
Ceuta;Viviendas con  teléfono móvil;2018;100,0
Ceuta;Viviendas con  teléfono móvil;2017;94,7
Ceuta;Viviendas con  teléfono móvil;2016;94,6
Ceuta;Viviendas con  teléfono móvil;2015;99,0
Ceuta;Viviendas con  teléfono móvil;2014;96,6
Ceuta;Viviendas con  teléfono móvil;2013;97,5
Ceuta;Viviendas con  teléfono móvil;2012;81,3
Ceuta;Viviendas con  teléfono móvil;2011;92,5
Ceuta;Viviendas con  teléfono móvil;2010;87,9
Ceuta;Viviendas con  teléfono móvil;2009;90,8
Ceuta;Viviendas con  teléfono móvil;2008;83,3
Ceuta;Viviendas con  teléfono móvil;2007;82,8
Ceuta;Viviendas con  teléfono móvil;2006;86,9
Melilla;Viviendas con algún tipo de ordenador;2021;89,5
Melilla;Viviendas con algún tipo de ordenador;2020;80,2
Melilla;Viviendas con algún tipo de ordenador;2019;82,2
Melilla;Viviendas con algún tipo de ordenador;2018;82,5
Melilla;Viviendas con algún tipo de ordenador;2017;82,7
Melilla;Viviendas con algún tipo de ordenador;2016;66,0
Melilla;Viviendas con algún tipo de ordenador;2015;69,5
Melilla;Viviendas con algún tipo de ordenador;2014;75,0
Melilla;Viviendas con algún tipo de ordenador;2013;65,3
Melilla;Viviendas con algún tipo de ordenador;2012;71,4
Melilla;Viviendas con algún tipo de ordenador;2011;80,0
Melilla;Viviendas con algún tipo de ordenador;2010;77,3
Melilla;Viviendas con algún tipo de ordenador;2009;67,7
Melilla;Viviendas con algún tipo de ordenador;2008;63,6
Melilla;Viviendas con algún tipo de ordenador;2007;60,9
Melilla;Viviendas con algún tipo de ordenador;2006;51,6
Melilla;Viviendas que disponen de acceso a Internet;2021;98,6
Melilla;Viviendas que disponen de acceso a Internet;2020;98,9
Melilla;Viviendas que disponen de acceso a Internet;2019;91,2
Melilla;Viviendas que disponen de acceso a Internet;2018;88,9
Melilla;Viviendas que disponen de acceso a Internet;2017;80,8
Melilla;Viviendas que disponen de acceso a Internet;2016;86,2
Melilla;Viviendas que disponen de acceso a Internet;2015;78,5
Melilla;Viviendas que disponen de acceso a Internet;2014;83,2
Melilla;Viviendas que disponen de acceso a Internet;2013;66,6
Melilla;Viviendas que disponen de acceso a Internet;2012;64,5
Melilla;Viviendas que disponen de acceso a Internet;2011;63,3
Melilla;Viviendas que disponen de acceso a Internet;2010;69,4
Melilla;Viviendas que disponen de acceso a Internet;2009;51,0
Melilla;Viviendas que disponen de acceso a Internet;2008;51,1
Melilla;Viviendas que disponen de acceso a Internet;2007;49,0
Melilla;Viviendas que disponen de acceso a Internet;2006;45,6
Melilla;Viviendas con conexión de Banda Ancha;2021;98,6
Melilla;Viviendas con conexión de Banda Ancha;2020;98,9
Melilla;Viviendas con conexión de Banda Ancha;2019;91,2
Melilla;Viviendas con conexión de Banda Ancha;2018;88,9
Melilla;Viviendas con conexión de Banda Ancha;2017;78,9
Melilla;Viviendas con conexión de Banda Ancha;2016;85,0
Melilla;Viviendas con conexión de Banda Ancha;2015;78,5
Melilla;Viviendas con conexión de Banda Ancha;2014;81,8
Melilla;Viviendas con conexión de Banda Ancha;2013;64,6
Melilla;Viviendas con conexión de Banda Ancha;2012;64,5
Melilla;Viviendas con conexión de Banda Ancha;2011;59,8
Melilla;Viviendas con conexión de Banda Ancha;2010;67,1
Melilla;Viviendas con conexión de Banda Ancha;2009;51,0
Melilla;Viviendas con conexión de Banda Ancha;2008;46,6
Melilla;Viviendas con conexión de Banda Ancha;2007;46,7
Melilla;Viviendas con conexión de Banda Ancha;2006;38,4
Melilla;Viviendas con  teléfono fijo;2021;62,8
Melilla;Viviendas con  teléfono fijo;2020;65,8
Melilla;Viviendas con  teléfono fijo;2019;73,3
Melilla;Viviendas con  teléfono fijo;2018;70,7
Melilla;Viviendas con  teléfono fijo;2017;74,1
Melilla;Viviendas con  teléfono fijo;2016;70,6
Melilla;Viviendas con  teléfono fijo;2015;65,2
Melilla;Viviendas con  teléfono fijo;2014;64,9
Melilla;Viviendas con  teléfono fijo;2013;60,6
Melilla;Viviendas con  teléfono fijo;2012;70,5
Melilla;Viviendas con  teléfono fijo;2011;65,9
Melilla;Viviendas con  teléfono fijo;2010;71,0
Melilla;Viviendas con  teléfono fijo;2009;67,1
Melilla;Viviendas con  teléfono fijo;2008;71,0
Melilla;Viviendas con  teléfono fijo;2007;72,0
Melilla;Viviendas con  teléfono fijo;2006;72,3
Melilla;Viviendas con  teléfono móvil;2021;100,0
Melilla;Viviendas con  teléfono móvil;2020;100,0
Melilla;Viviendas con  teléfono móvil;2019;100,0
Melilla;Viviendas con  teléfono móvil;2018;98,2
Melilla;Viviendas con  teléfono móvil;2017;98,1
Melilla;Viviendas con  teléfono móvil;2016;96,5
Melilla;Viviendas con  teléfono móvil;2015;97,5
Melilla;Viviendas con  teléfono móvil;2014;100,0
Melilla;Viviendas con  teléfono móvil;2013;97,3
Melilla;Viviendas con  teléfono móvil;2012;91,0
Melilla;Viviendas con  teléfono móvil;2011;100,0
Melilla;Viviendas con  teléfono móvil;2010;90,5
Melilla;Viviendas con  teléfono móvil;2009;96,8
Melilla;Viviendas con  teléfono móvil;2008;93,5
Melilla;Viviendas con  teléfono móvil;2007;92,6
Melilla;Viviendas con  teléfono móvil;2006;84,4
